CSDUID,CSDNAME,full_time_medium_income,average_household_size,%_low_income,total_dwelling_count,dwelling_need_regular_or_minor_repair,dwelling_need_major_repair,%_in_core_housing_need_owner,%_in_core_housing_need_tenant
4613049,Dunnottar,48000,2,16,495,470,25,11,0
4613056,St. Clements,66500,3,8,4605,4215,385,6,12
4613062,Brokenhead 4,35200,3,34,150,105,55,...,...
4614015,Rosser,61200,3,9,420,380,45,9,0
4614031,Woodlands,58000,3,10,1380,1260,115,3,26
4614036,Rockwood,62000,3,8,2745,2565,180,4,0
4614039,Stonewall,78500,2,7,2055,1975,75,1,6
4614042,Teulon,67000,2,18,545,515,30,0,26
4615020,Neepawa,49600,3,9,1865,1785,85,0,6
4615032,Oakview,53600,2,14,780,690,90,9,39
4615037,Hamiota,46400,2,15,540,480,55,12,21
4615042,Birdtail Creek 57,34400,4,62,130,85,40,...,...
4615047,Ellice-Archie,49600,2,12,350,320,30,10,0
4615049,Gambler 63 (Part),x,x,x,x,x,x,x,x
4615056,Prairie View,52800,2,15,835,790,40,4,16
4615063,Yellowhead,54400,2,16,875,795,75,10,24
4615067,Keeseekoowenin 61,33200,3,38,160,110,50,...,...
4615070,Harrison Park,52000,2,16,910,830,80,9,35
4615071,Rolling River 67,39200,3,28,125,80,45,...,...
4615072,Rolling River 67B,x,5,x,15,10,0,...,...
4615074,Minto-Odanah,67000,3,8,410,375,35,0,0
4615075,Minnedosa,56400,2,14,1210,1145,65,0,0
4615078,Rosedale,42400,3,23,510,445,60,20,0
4615092,Clanwilliam-Erickson,38400,2,20,485,455,35,11,32
4616005,Rossburn,48000,2,22,445,395,50,14,0
4616017,Waywayseecappo First Nation,32400,3,55,425,275,155,...,...
4616020,Riding Mountain West,51600,2,15,660,605,55,7,0
4616025,Gambler 63 (Part),x,3,x,30,25,10,...,...
4616030,Russell-Binscarth,67000,2,15,1130,1085,45,11,33
4616046,Valley River 63A,30400,3,40,120,85,35,...,...
4616048,Hillsburg-Roblin-Shell River,44000,2,23,1405,1285,120,2,5
4617026,Alonsa,48800,2,30,495,460,35,13,18
4617029,Ebb and Flow 52,34000,4,39,435,295,140,...,...
4617035,McCreary,46400,2,24,345,325,20,12,0
4617041,Ste. Rose,47600,2,18,700,625,70,11,40
4617048,Dauphin,54800,2,12,900,840,60,11,0
4617050,Dauphin,50000,2,18,3780,3485,295,1,8
4617054,Gilbert Plains,39200,2,23,635,575,65,14,54
4617058,Grandview,42800,2,18,655,620,35,15,44
4617064,Ethelbert,28200,2,34,305,270,40,26,44
4617072,Mossey River,46400,2,33,650,550,100,10,33
4617075,Lakeshore,44400,2,22,490,465,25,7,0
4617092,"Division No. 17, Unorganized",x,2,x,80,80,0,0,...
4618031,Gimli,55600,2,12,3140,3010,130,11,43
4618034,Winnipeg Beach,54800,2,18,760,675,85,17,27
4618037,Armstrong,41200,2,19,830,720,115,15,31
4618040,St. Laurent,43600,2,18,665,605,55,13,29
4618044,Coldwell,40800,2,19,560,535,25,7,0
4618055,Dog Creek 46,33600,4,41,245,140,105,...,...
4618056,West Interlake,46000,2,24,990,890,100,9,29
4618060,Grahamdale,34400,2,25,575,495,80,15,35
4618061,Obushkudayang,33600,3,63,280,255,25,...,...
4618063,Little Saskatchewan 48,37200,4,43,175,145,35,...,...
4618067,Fairford 50,36000,4,37,320,235,90,...,...
4618068,Fisher,48000,2,22,660,610,50,14,29
4618074,Arborg,48000,2,20,515,480,35,0,29
4618076,Bifrost-Riverton,46800,3,18,1200,1110,90,7,11
4618091,"Division No. 18, Unorganized, East Part",x,2,x,105,100,0,0,...
4618093,"Division No. 18, Unorganized, West Part",x,x,x,x,x,x,x,x
4619040,Shoal River 65B,x,3,x,30,15,20,...,...
4619045,"Division No. 19, Unorganized",47600,2,27,1170,1005,165,18,27
4619050,Fort Alexander 3,37600,4,45,580,275,305,...,...
4619051,Little Grand Rapids 14,x,x,x,x,x,x,x,x
4619052,Bloodvein 12,37600,3,46,190,85,110,...,...
4619053,Hole or Hollow Water 10,47600,3,34,170,120,45,...,...
4619054,Black River 9,40800,3,68,145,55,90,...,...
4619056,Fisher River 44,34000,3,34,495,300,190,...,...
4619058,Fisher River 44A,x,4,x,15,10,0,...,...
4619059,Peguis 1B,41200,4,30,865,450,415,...,...
4619061,Jackhead 43,28000,3,29,85,30,55,...,...
4619062,Dauphin River 48A,x,3,x,65,50,15,...,...
4619065,The Narrows 49,x,3,x,15,15,0,...,...
4619068,Crane River 51,42000,3,42,125,95,30,...,...
4619069,Waterhen 45,33200,3,34,175,140,35,...,...
4619070,Pine Creek 66A,39200,3,27,205,120,95,...,...
4619071,Swan Lake 65C,x,x,x,x,x,x,x,x
4619072,Shoal River Indian Reserve 65A,29800,4,38,215,75,145,...,...
4619075,Poplar River 16,x,x,x,x,x,x,x,x
4619077,Berens River 13,34800,4,31,265,145,120,...,...
4619079,Pauingassi First Nation,x,x,x,x,x,x,x,x
4619082,Chemawawin 3,x,x,x,x,x,x,x,x
4620032,Mountain (South),20800,2,36,180,160,20,0,0
4620042,Swan Valley West,47200,3,16,1120,1020,95,4,0
4620048,Swan River,55200,2,19,1825,1720,105,0,13
4620051,Minitonas-Bowsman,52400,2,15,720,660,55,13,27
4620055,Mountain (North),48400,2,32,250,220,35,19,0
4620060,Wuskwi Sipihk First Nation 2,x,4,x,35,20,15,...,...
4620066,"Division No. 20, Unorganized, South Part",x,2,x,x,x,x,x,x
4620069,"Division No. 20, Unorganized, North Part",x,x,x,x,x,x,x,x
4621025,Grand Rapids,x,2,x,70,40,25,0,0
4621027,Grand Rapids 33,36800,4,40,245,170,75,...,...
4621029,Chemawawin 2,33200,5,40,270,145,125,...,...
4621033,Opaskwayak Cree Nation 21A,x,3,x,90,70,25,...,...
4621034,Opaskwayak Cree Nation 21B,78000,3,13,85,50,35,...,...
4621035,Opaskwayak Cree Nation 21C,x,x,x,x,x,x,x,x
4621036,Opaskwayak Cree Nation 21D,x,x,x,x,x,x,x,x
4621039,Opaskwayak Cree Nation 21N,x,x,x,x,x,x,x,x
4621040,Opaskwayak Cree Nation 21I,x,3,x,50,35,15,...,...
4621043,Opaskwayak Cree Nation 21E,38000,4,27,555,350,205,...,...
4621045,The Pas,67500,3,13,2150,1885,260,2,12
4621052,Kelsey,72500,3,12,855,760,100,9,29
4621058,Moose Lake 31A,34400,5,32,170,75,95,...,...
4621060,Moose Lake 31G,x,x,x,x,x,x,x,x
4621064,Flin Flon (Part),76000,2,12,2280,1975,305,0,10
4621071,Snow Lake,104000,2,5,470,415,55,0,0
4621078,"Division No. 21, Unorganized",85000,2,12,735,670,65,8,0
4621080,Moose Lake 31D,x,3,x,45,15,30,...,...
4622017,Mystery Lake,x,x,x,x,x,x,x,x
4622026,Thompson,73000,3,15,4675,4200,475,3,18
4622045,Red Sucker Lake 1976A,x,5,x,30,10,15,...,...
4622046,"Division No. 22, Unorganized",72500,3,21,755,540,215,0,6
4622048,Garden Hill First Nation,31800,5,41,590,320,265,...,...
4622049,God's Lake 23,37600,5,42,325,165,165,...,...
4622050,Oxford House 24,x,x,x,x,x,x,x,x
4622051,Cross Lake 19,41200,5,39,385,160,220,...,...
4622052,Cross Lake 19A,36400,5,39,375,145,235,...,...
4622055,God's River 86A,13700,6,36,150,70,80,...,...
4622056,Red Sucker Lake 1976,31200,4,31,160,65,100,...,...
4622058,Norway House 17,36400,5,33,1185,690,495,...,...
4622059,Nelson House 170,31000,5,33,485,255,235,...,...
4622063,Split Lake 171,31200,5,33,410,180,230,...,...
4622064,Ilford,x,3,x,20,15,0,...,...
4622065,York Landing,38400,4,28,130,85,45,...,...
4622066,Mooseocoot 4,x,x,x,x,x,x,x,x
4622067,Cross Lake 19E,45200,5,29,145,60,80,...,...
4622800,Wasagamack,31600,5,52,415,155,260,...,...
4622801,St. Theresa Point,34800,6,41,620,345,265,...,...
4622802,Mooseocoot,x,3,x,20,15,0,...,...
4623022,Gillam,93000,3,5,355,315,35,24,0
4623023,A Kwis Ki Mahka,x,3,x,20,10,0,...,...
4623027,Fox Lake 2,x,3,x,45,35,10,...,...
4623034,Leaf Rapids,x,3,28,105,85,20,31,0
4623037,South Indian Lake,38400,4,31,135,65,75,...,...
4623039,Granville Lake,x,x,x,x,x,x,x,x
4623040,O-Pipon-Na-Piwin Cree Nation 1,x,5,47,50,25,30,...,...
4623047,Lynn Lake,74500,3,30,195,160,40,0,22
4623056,Churchill,73000,2,14,390,345,45,24,12
4623058,Churchill 1,x,x,x,x,x,x,x,x
4623062,"Division No. 23, Unorganized",x,2,x,40,30,0,0,0
4623064,Pukatawagan 198,x,x,x,x,x,x,x,x
4623065,Brochet 197,x,x,x,x,x,x,x,x
4623067,Lac Brochet 197A,24000,4,35,160,75,90,...,...
4623071,Shamattawa 1,x,x,x,x,x,x,x,x
4623800,Black Sturgeon,x,5,x,35,20,10,...,...
4701001,Argyle No. 1,43600,3,8,110,105,10,0,...
4701002,Gainsborough,x,2,x,105,85,25,29,0
4701004,Carievale,x,3,x,40,35,10,0,...
4701006,Mount Pleasant No. 2,33600,3,17,165,165,0,0,0
4701008,Carnduff,69000,2,9,430,400,35,4,29
4701011,Enniskillen No. 3,52800,3,13,180,170,10,0,...
4701012,Glen Ewen,x,3,x,75,65,10,0,...
4701014,Oxbow,73000,3,7,495,465,25,6,47
4701016,Coalfields No. 4,x,3,10,110,110,0,0,...
4701017,Frobisher,x,2,x,55,45,0,30,...
4701018,North Portal,x,2,x,55,50,0,0,...
4701019,Roche Percée,x,2,x,35,35,0,0,...
4701021,Bienfait,88000,2,10,255,235,30,7,0
4701022,Estevan No. 5,91000,3,6,475,450,25,0,0
4701024,Estevan,71000,2,8,4610,4355,250,2,7
4701027,Benson No. 35,76500,3,9,155,150,10,0,...
4701031,Browning No. 34,67500,2,10,175,160,15,0,0
4701032,Lampman,78500,2,9,255,245,15,10,0
4701036,Moose Creek No. 33,39200,3,11,105,90,15,0,...
4701037,Alameda,76000,2,10,160,145,15,0,...
4701039,Reciprocity No. 32,30400,3,11,160,150,10,21,...
4701041,Alida,x,2,x,55,45,10,0,0
4701043,Storthoaks No. 31,42800,3,13,110,95,15,0,...
4701044,Storthoaks,x,3,x,30,30,0,0,...
4701047,Antler No. 61,34400,3,16,180,160,20,0,...
4701049,Redvers,63600,2,12,445,440,0,5,20
4701053,Moose Mountain No. 63,45600,3,16,190,170,20,0,...
4701054,Manor,43600,2,16,140,125,10,21,0
4701056,Carlyle,74500,2,8,620,605,15,7,23
4701058,Brock No. 64,x,2,13,115,110,10,0,0
4701059,Arcola,77000,2,13,275,255,20,11,0
4701061,Kisbey,x,2,x,65,45,20,0,...
4701063,Tecumseh No. 65,39200,2,13,110,110,0,0,0
4701064,Forget,x,x,x,x,x,x,x,x
4701066,Stoughton,48000,2,11,295,270,25,13,22
4701067,Heward,x,x,x,x,x,x,x,x
4701069,Golden West No. 95,22800,3,13,145,130,20,0,...
4701072,Hazelwood No. 94,x,3,x,100,90,10,0,...
4701076,Wawken No. 93,47200,2,15,270,250,20,0,...
4701077,Kennedy,x,2,x,110,105,0,0,0
4701078,Wawota,56400,2,14,245,245,0,16,0
4701079,Kenosee Lake,x,2,x,95,85,10,0,...
4701091,Walpole No. 92,16800,3,28,125,105,20,0,...
4701094,Maryfield No. 91,28800,3,13,105,100,0,0,...
4701096,Maryfield,62400,2,14,130,120,0,13,...
4701098,Fairlight,x,x,x,x,x,x,x,x
4701808,White Bear 70,44400,3,30,270,150,120,...,...
4701809,Ocean Man 69,x,4,x,45,15,25,...,...
4701810,Ocean Man 69A,x,x,x,x,x,x,x,x
4701812,Ocean Man 69C,x,x,x,x,x,x,x,x
4701813,Ocean Man 69E,x,x,x,x,x,x,x,x
4701814,Ocean Man 69F,x,x,x,x,x,x,x,x
4701815,Ocean Man 69G,x,x,x,x,x,x,x,x
4701816,Ocean Man 69I,x,x,x,x,x,x,x,x
4701817,Ocean Man 69H,x,x,x,x,x,x,x,x
4701818,Ocean Man 69D,x,x,x,x,x,x,x,x
4701819,Pheasant Rump Nakota 68,x,3,x,25,15,15,...,...
4702001,Cambria No. 6,45200,3,12,115,115,0,0,...
4702002,Torquay,x,2,x,90,85,10,0,0
4702006,Souris Valley No. 7,x,2,x,90,85,10,0,0
4702008,Tribune,x,x,x,x,x,x,x,x
4702011,Lake Alma No. 8,30800,2,24,115,100,15,0,...
4702014,Surprise Valley No. 9,x,2,x,90,80,10,0,...
4702016,Minton,x,2,x,20,20,0,0,...
4702018,Happy Valley No. 10,x,2,x,65,60,0,0,...
4702023,Bengough,60800,2,23,175,160,15,16,0
4702024,Bengough No. 40,26000,3,22,115,105,0,0,...
4702026,The Gap No. 39,x,2,x,95,75,20,0,...
4702028,Ceylon,x,2,x,60,45,10,50,...
4702029,Laurier No. 38,25000,3,9,90,85,15,0,...
4702031,Radville,61200,2,10,335,315,20,15,0
4702033,Lomond No. 37,30000,3,12,125,110,15,0,...
4702036,Goodwater,x,x,x,x,x,x,x,x
4702037,Cymri No. 36,82000,3,10,245,225,25,15,...
4702038,Halbrite,x,2,x,50,35,15,0,...
4702039,Midale,56400,2,16,195,190,0,12,0
4702041,Macoun,60400,3,7,100,90,15,0,0
4702042,Griffin No. 66,60800,3,14,150,140,0,22,...
4702044,Weyburn No. 67,63600,3,9,385,360,25,5,0
4702047,Weyburn,61600,2,10,4655,4355,305,2,14
4702048,McTaggart,x,3,x,50,50,0,0,...
4702051,Brokenshell No. 68,40400,3,17,120,100,20,0,...
4702052,Norton No. 69,x,2,x,105,95,10,0,...
4702054,Pangman,x,2,x,100,80,25,0,0
4702057,Key West No. 70,x,2,19,105,90,15,0,...
4702058,Ogema,41200,3,14,145,115,25,17,50
4702061,Elmsthorpe No. 100,x,2,x,65,65,0,0,0
4702062,Avonlea,54000,2,6,165,160,10,0,0
4702066,Caledonia No. 99,x,3,x,80,80,0,0,...
4702067,Milestone,73500,3,6,265,250,15,0,0
4702069,Scott No. 98,x,3,x,95,80,15,0,...
4702071,Lang,x,2,x,75,65,15,0,...
4702072,Yellow Grass,63200,3,12,180,170,10,0,0
4702073,Wellington No. 97,55600,2,11,135,120,15,0,...
4702076,Fillmore No. 96,x,2,x,105,95,0,0,...
4702077,Osage,x,x,x,x,x,x,x,x
4702078,Fillmore,58400,2,13,130,100,25,0,0
4702079,Creelman,x,2,x,40,40,0,0,...
4703001,Hart Butte No. 11,x,3,20,95,95,0,0,...
4703004,Coronach,96000,2,8,270,260,10,0,21
4703006,Poplar Valley No. 12,x,2,x,85,70,15,0,...
4703009,Rockglen,42800,2,17,205,195,10,16,0
4703011,Old Post No. 43,x,3,25,110,100,10,0,...
4703012,Wood Mountain,x,x,x,x,x,x,x,x
4703016,Glen McPherson No. 46,x,2,x,40,40,0,...,...
4703018,Mankota No. 45,x,2,17,115,110,10,0,...
4703019,Mankota,x,2,x,100,95,0,19,0
4703022,Waverley No. 44,23200,2,20,130,125,0,0,...
4703026,Willow Bunch No. 42,43600,2,20,140,115,20,0,...
4703028,Willow Bunch,65500,2,18,170,160,10,0,0
4703029,Excel No. 71,39200,3,22,115,100,10,0,...
4703034,Lake of the Rivers No. 72,44800,3,8,105,80,25,0,...
4703036,Assiniboia,50000,2,13,1070,975,95,15,29
4703038,Stonehenge No. 73,47600,3,8,155,145,10,0,...
4703041,Limerick,x,2,x,65,35,25,0,...
4703042,Wood River No. 74,44800,2,11,190,155,30,11,...
4703044,Lafleche,46800,2,21,185,125,55,29,67
4703048,Pinto Creek No. 75,38400,3,19,85,80,10,0,...
4703051,Kincaid,x,2,x,65,60,0,0,0
4703052,Hazenmore,x,3,x,30,25,0,0,...
4703054,Auvergne No. 76,x,3,23,90,75,15,0,...
4703058,Ponteix,59600,2,16,235,220,20,0,0
4703059,Whiska Creek No. 106,40400,3,17,115,90,25,0,0
4703061,Neville,x,2,x,40,30,10,0,...
4703062,Vanguard,x,3,x,80,70,10,0,0
4703064,Glen Bain No. 105,x,3,x,90,85,0,0,...
4703068,Gravelbourg No. 104,30400,3,11,115,100,15,0,...
4703071,Gravelbourg,49200,2,10,435,405,30,10,23
4703074,Sutton No. 103,x,2,x,95,75,15,0,...
4703092,Mossbank,55600,2,20,190,185,0,0,40
4703093,Lake Johnston No. 102,x,3,x,60,60,0,0,...
4703096,Terrell No. 101,x,2,x,105,95,10,0,...
4703801,Wood Mountain 160,x,x,x,x,x,x,x,x
4704002,Val Marie,x,2,x,65,65,0,0,0
4704003,Val Marie No. 17,x,2,x,90,75,15,0,0
4704006,Lone Tree No. 18,x,3,x,30,30,0,0,...
4704008,Bracken,x,x,x,x,x,x,x,x
4704009,Climax,x,2,x,60,55,10,0,...
4704011,Frontier No. 19,x,3,x,100,90,10,0,...
4704012,Frontier,48000,2,16,170,165,10,0,0
4704019,Reno No. 51,26200,2,17,145,125,25,0,0
4704021,Consul,x,2,x,x,x,x,x,x
4704024,White Valley No. 49,32000,2,12,140,135,0,0,...
4704026,Eastend,53600,2,15,265,265,0,0,0
4704028,Wise Creek No. 77,x,2,x,90,75,10,0,...
4704029,Cadillac,x,2,x,60,60,0,0,...
4704034,Grassy Creek No. 78,40400,3,12,150,135,0,0,0
4704036,Shaunavon,54800,2,15,800,710,85,11,21
4704038,Arlington No. 79,x,2,x,95,80,10,0,0
4704045,Maple Creek No. 111,29800,2,17,340,315,25,23,0
4704048,Maple Creek,50800,2,18,990,905,80,14,36
4704050,Piapot No. 110,x,2,23,120,105,15,0,...
4704054,Carmichael No. 109,x,3,x,70,70,0,0,...
4704058,Bone Creek No. 108,26000,2,18,125,125,0,0,...
4704061,Lac Pelletier No. 107,34000,2,10,210,195,15,0,0
4704802,Nekaneet Cree Nation,x,3,x,50,40,15,...,...
4705001,Moosomin No. 121,61600,3,11,245,215,30,0,0
4705002,Fleming,x,2,x,30,25,10,0,...
4705004,Moosomin,59200,2,10,1100,1040,60,3,0
4705007,Martin No. 122,x,3,13,95,95,0,0,...
4705009,Wapella,71500,2,10,110,95,10,0,...
4705011,Silverwood No. 123,41200,3,11,125,115,15,0,...
4705014,Kingsley No. 124,40000,2,19,150,140,10,0,...
4705016,Kipling,54800,2,14,465,455,10,12,27
4705018,Chester No. 125,42000,3,15,125,110,15,0,...
4705019,Windthorst,x,2,x,90,90,0,0,...
4705021,Glenavon,x,2,x,80,65,15,23,...
4705024,Wolseley,50400,2,17,400,355,45,8,29
4705027,Wolseley No. 155,44400,3,15,130,100,30,29,...
4705028,Elcapo No. 154,42400,3,17,160,140,20,0,0
4705029,Grenfell,49200,2,17,485,450,35,13,0
4705031,Broadview,69000,2,18,255,235,25,10,0
4705033,Willowdale No. 153,x,3,x,90,65,20,36,...
4705034,Whitewood,61200,2,15,410,375,30,14,21
4705037,Rocanville No. 151,58800,3,9,205,200,0,0,...
4705038,Rocanville,90000,2,9,400,360,35,0,50
4705041,Spy Hill No. 152,86000,3,10,150,140,10,0,...
4705042,Tantallon,x,2,x,55,50,0,0,...
4705043,Spy Hill,x,2,x,90,90,0,0,...
4705044,Gerald,x,2,x,50,45,0,0,...
4705047,Langenburg No. 181,66500,3,6,210,185,20,0,0
4705048,Langenburg,76500,2,10,510,500,10,7,31
4705049,Yarbo,x,2,x,x,x,x,x,x
4705050,West End,x,2,x,x,x,x,x,x
4705051,Fertile Belt No. 183,66500,2,7,295,265,35,0,0
4705052,Esterhazy,83000,2,8,1070,1010,60,0,20
4705053,Atwater,x,x,x,x,x,x,x,x
4705054,Bangor,x,x,x,x,x,x,x,x
4705055,Bird's Point,x,2,x,90,90,0,0,...
4705056,Stockholm,79500,2,9,135,120,15,16,...
4705057,Grayson No. 184,48800,2,13,205,200,0,0,...
4705058,Dubuc,x,2,x,45,40,10,0,...
4705059,Grayson,x,2,x,105,95,10,0,...
4705060,Melville Beach,x,2,x,x,x,x,x,x
4705061,Waldron,x,x,x,x,x,x,x,x
4705062,Killaly,x,2,x,25,25,0,0,...
4705063,McLeod No. 185,38800,2,18,165,155,15,25,...
4705064,Neudorf,60400,2,19,135,105,30,18,67
4705066,Lemberg,60000,2,21,135,125,10,0,0
4705067,Stanley No. 215,43600,3,13,190,180,15,0,...
4705068,Duff,x,x,x,x,x,x,x,x
4705069,Goodeve,x,2,x,x,x,x,x,x
4705071,Fenwood,x,2,x,25,20,0,0,...
4705073,Cana No. 214,54000,3,10,345,315,25,0,0
4705074,Melville,61600,2,15,2080,1945,125,0,8
4705077,Saltcoats No. 213,49200,3,13,285,260,20,0,0
4705078,Saltcoats,43200,2,15,215,200,15,0,0
4705079,Bredenbury,64500,3,15,155,150,0,13,0
4705093,Churchbridge No. 211,45200,3,14,255,240,15,0,0
4705094,Churchbridge,67000,2,8,395,375,20,0,40
4705096,MacNutt,x,2,x,x,x,x,x,x
4705803,Cowessess 73,38400,3,29,210,125,90,...,...
4705804,Kahkewistahaw 72,38400,4,42,180,140,45,...,...
4705805,Sakimay 74,32400,3,18,80,50,25,...,...
4705806,Ochapowace 71,35200,3,43,150,80,65,...,...
4705807,Shesheep 74A,x,2,x,45,45,0,...,...
4705808,Little Bone 74B,x,3,x,15,10,0,...,...
4705814,Ochapowace 71-10,x,x,x,x,x,x,x,x
4705815,Kahkewistahaw No. 72-W,x,x,x,x,x,x,x,x
4705818,Ochapowace 71-54,x,x,x,x,x,x,x,x
4705823,Ochapowace 71-7,x,x,x,x,x,x,x,x
4705824,Ochapowace 71-18,x,x,x,x,x,x,x,x
4705828,Kahkewistahaw No. 72-Q,x,x,x,x,x,x,x,x
4706001,Montmartre No. 126,31200,3,20,130,125,10,0,...
4706002,Montmartre,50000,2,14,225,200,20,11,0
4706003,Kendal,x,2,x,35,30,10,0,...
4706004,Francis No. 127,58800,3,8,265,250,10,0,...
4706006,Odessa,x,2,x,100,95,0,0,...
4706007,Vibank,66000,2,7,180,170,10,0,...
4706008,Sedley,64000,3,7,120,115,0,0,0
4706009,Francis,x,2,x,85,70,10,0,...
4706011,Lajord No. 128,62000,3,5,335,300,40,0,0
4706013,Bratt's Lake No. 129,59200,3,5,110,95,10,0,0
4706014,Wilcox,x,3,x,80,65,20,0,0
4706016,Redburn No. 130,x,3,12,100,95,10,0,...
4706017,Rouleau,65500,3,8,205,185,20,11,...
4706018,Briercrest,x,2,x,75,70,0,0,...
4706019,Drinkwater,x,2,x,35,35,0,0,...
4706021,Pense No. 160,61200,3,11,135,130,0,0,...
4706022,Belle Plaine,x,3,x,35,35,0,0,...
4706023,Pense,73000,3,4,210,190,20,0,...
4706026,Sherwood No. 159,80000,2,8,280,265,10,7,0
4706027,Regina,67000,2,11,92125,85405,6725,4,23
4706028,Grand Coulee,85000,3,6,195,190,0,0,0
4706029,Edenwold No. 158,82000,3,4,1515,1410,110,4,0
4706030,White City,93000,3,3,1175,1150,25,0,0
4706031,Pilot Butte,73000,3,2,970,935,25,2,0
4706032,Balgonie,79500,3,4,625,590,30,0,0
4706033,Edenwold,x,3,x,100,75,25,0,...
4706034,South Qu'Appelle No. 157,60400,3,9,475,440,30,5,0
4706036,Qu'Appelle,57600,2,17,265,235,35,0,0
4706037,McLean,60400,3,7,155,145,10,0,...
4706038,Indian Head No. 156,65000,3,22,140,130,10,0,...
4706039,Indian Head,60800,2,13,840,800,45,10,50
4706041,Sintaluta,x,2,x,55,40,15,0,...
4706042,Abernethy No. 186,43200,2,18,160,140,25,0,0
4706045,Fort San,x,2,x,110,105,0,0,...
4706046,Abernethy,x,2,x,105,85,20,0,0
4706047,Balcarres,54400,2,20,275,240,35,14,0
4706048,North Qu'Appelle No. 187,65500,2,7,430,420,10,0,...
4706049,Lebret,x,2,x,100,85,15,0,0
4706050,Katepwa,86000,2,5,270,265,10,6,0
4706051,Fort Qu'Appelle,48800,2,16,850,760,90,14,40
4706052,B-Say-Tah,x,2,x,80,80,0,0,...
4706053,Lumsden No. 189,81000,3,6,745,690,50,0,0
4706054,Disley,x,2,x,30,30,0,0,...
4706055,Buena Vista,77000,2,4,275,255,20,0,...
4706056,Lumsden,85000,3,7,700,650,55,0,28
4706057,Lumsden Beach,x,2,x,25,25,0,0,...
4706058,Regina Beach,64000,2,7,625,555,65,7,0
4706059,Dufferin No. 190,54400,2,10,200,185,15,0,...
4706060,Wee Too Beach,x,2,x,40,40,0,0,...
4706061,Bethune,72500,2,10,210,195,15,0,0
4706062,Findlater,x,2,x,x,x,x,x,x
4706063,Sarnia No. 221,68500,2,7,110,110,0,0,...
4706064,Chamberlain,x,2,x,45,40,0,0,...
4706065,Alice Beach,x,2,x,40,40,0,0,...
4706067,Holdfast,x,2,x,95,75,15,0,...
4706068,Dilke,x,2,x,40,30,15,0,...
4706069,Grandview Beach,x,2,x,45,45,0,0,...
4706070,Longlaketon No. 219,66500,3,13,430,395,40,9,...
4706071,McKillop No. 220,63600,2,8,415,380,35,0,...
4706072,Saskatchewan Beach,76500,2,7,145,135,10,0,...
4706073,Bulyea,x,2,x,55,55,0,0,...
4706074,Strasbourg,56400,2,12,390,370,20,8,38
4706075,Kannata Valley,x,2,x,60,60,0,0,...
4706076,Sunset Cove,x,x,x,x,x,x,x,x
4706077,Silton,x,2,x,40,40,0,0,...
4706078,Craven,81000,2,10,120,90,25,0,0
4706079,Earl Grey,x,2,x,120,110,10,0,0
4706080,Glen Harbour,x,2,x,35,35,0,0,...
4706081,North Grove,x,2,x,70,60,10,0,...
4706082,Pelican Pointe,x,x,x,x,x,x,x,x
4706085,Island View,x,2,x,60,60,0,0,...
4706091,Cupar No. 218,56400,3,12,200,190,10,0,...
4706092,Southey,57200,3,14,330,305,20,6,40
4706093,Markinch,x,2,x,x,x,x,x,x
4706094,Cupar,57600,2,12,245,215,30,0,44
4706096,Lipton No. 217,33200,2,24,185,165,15,23,0
4706097,Dysart,x,2,x,95,95,0,0,0
4706098,Lipton,64500,2,18,150,135,15,0,0
4706099,Tullymet No. 216,x,2,x,75,70,0,0,...
4706809,Piapot 75,44000,3,51,205,155,45,...,...
4706810,Assiniboine 76,33200,3,36,210,135,80,...,...
4706811,Standing Buffalo 78,41600,3,34,190,150,40,...,...
4706812,Pasqua 79,45600,3,43,195,145,50,...,...
4706813,Muscowpetung 80,31200,3,34,95,75,25,...,...
4706814,Little Black Bear 84,x,4,x,40,10,25,...,...
4706815,Okanese 82,x,3,x,70,55,15,...,...
4706816,Peepeekisis 81,45600,4,34,145,75,75,...,...
4706818,Star Blanket 83,x,3,x,50,30,20,...,...
4706820,Wa-Pii Moos-Toosis (White Calf) 83A,x,3,x,30,20,10,...,...
4706828,Star Blanket 83C,x,x,x,x,x,x,x,x
4706829,Treaty Four Reserve Grounds 77,x,x,x,x,x,x,x,x
4706830,Carry the Kettle 76-19,x,x,x,x,x,x,x,x
4706831,Carry the Kettle 76-110,x,x,x,x,x,x,x,x
4707001,Baildon No. 131,31600,3,12,220,205,10,0,...
4707004,Hillsborough No. 132,x,2,x,30,30,0,...,...
4707006,Rodgers No. 133,x,2,x,45,45,0,0,...
4707008,Coderre,x,x,x,x,x,x,x,x
4707011,Shamrock No. 134,x,3,x,80,75,0,0,...
4707012,Shamrock,x,x,x,x,x,x,x,x
4707014,Lawtonia No. 135,x,3,11,95,85,10,0,...
4707016,Hodgeville,x,2,x,75,75,0,0,...
4707018,Coulee No. 136,49200,3,14,170,170,0,15,0
4707020,Beaver Flat,x,2,x,30,30,0,0,...
4707021,Excelsior No. 166,41200,3,13,210,195,15,0,...
4707022,Waldeck,52000,3,8,130,125,0,0,...
4707023,Rush Lake,x,2,x,30,30,0,0,...
4707024,Morse No. 165,35200,3,18,140,120,20,0,...
4707026,Herbert,49600,2,16,315,280,35,9,0
4707027,Morse,x,2,x,125,110,15,19,0
4707028,Ernfold,x,x,x,x,x,x,x,x
4707029,Chaplin No. 164,x,2,x,40,40,0,0,...
